Date,IT Dep.,CostElement,Country,Forecast
08/01/2020,Development,Internal Labor,United Kingdom,"7,223"
09/01/2020,Development,Internal Labor,United Kingdom,"7,223"
10/01/2020,Development,Internal Labor,United Kingdom,"7,223"
11/01/2020,Development,Internal Labor,United Kingdom,"7,223"
12/01/2020,Development,Internal Labor,United Kingdom,"7,223"
01/01/2020,Development,Internal Labor,USA,"149,259"
02/01/2020,Development,Internal Labor,USA,"156,210"
03/01/2020,Development,Internal Labor,USA,"173,446"
04/01/2020,Development,Internal Labor,USA,"153,438"
05/01/2020,Development,Internal Labor,USA,"147,515"
06/01/2020,Development,Internal Labor,USA,"138,990"
07/01/2020,Development,Internal Labor,USA,"159,871"
08/01/2020,Development,Internal Labor,USA,"159,871"
09/01/2020,Development,Internal Labor,USA,"159,338"
10/01/2020,Development,Internal Labor,USA,"162,505"
11/01/2020,Development,Internal Labor,USA,"160,775"
12/01/2020,Development,Internal Labor,USA,"159,966"
03/01/2020,Development,Other,Belgium,59
04/01/2020,Development,Other,Belgium,133
05/01/2020,Development,Other,Belgium,32
06/01/2020,Development,Other,Belgium,"-2,133"
02/01/2020,Development,Other,Germany,28
06/01/2020,Development,Other,Spain,76
07/01/2020,Development,Other,Spain,207
08/01/2020,Development,Other,Spain,207
09/01/2020,Development,Other,Spain,207
10/01/2020,Development,Other,Spain,207
11/01/2020,Development,Other,Spain,207
12/01/2020,Development,Other,Spain,207
01/01/2020,Development,Other,United Kingdom,559
02/01/2020,Development,Other,United Kingdom,31
03/01/2020,Development,Other,United Kingdom,149
04/01/2020,Development,Other,United Kingdom,51
05/01/2020,Development,Other,United Kingdom,105
06/01/2020,Development,Other,United Kingdom,55
07/01/2020,Development,Other,United Kingdom,122
08/01/2020,Development,Other,United Kingdom,122
09/01/2020,Development,Other,United Kingdom,122
10/01/2020,Development,Other,United Kingdom,122
11/01/2020,Development,Other,United Kingdom,122
12/01/2020,Development,Other,United Kingdom,122
01/01/2020,Development,Other,USA,8
02/01/2020,Development,Other,USA,174
03/01/2020,Development,Other,USA,"6,199"
04/01/2020,Development,Other,USA,"1,735"
05/01/2020,Development,Other,USA,193
06/01/2020,Development,Other,USA,"5,934"
07/01/2020,Development,Other,USA,"1,034"
08/01/2020,Development,Other,USA,"1,034"
09/01/2020,Development,Other,USA,"1,034"
10/01/2020,Development,Other,USA,"1,034"
11/01/2020,Development,Other,USA,"1,034"
12/01/2020,Development,Other,USA,"1,035"
01/01/2020,Development,Outbound Allocations,United Kingdom,"1,284"
02/01/2020,Development,Outbound Allocations,United Kingdom,"1,604"
03/01/2020,Development,Outbound Allocations,United Kingdom,"1,335"
04/01/2020,Development,Outbound Allocations,United Kingdom,"1,267"
05/01/2020,Development,Outbound Allocations,United Kingdom,"1,107"
06/01/2020,Development,Outbound Allocations,United Kingdom,"1,330"
02/01/2020,Development,Outbound Allocations,USA,-343
04/01/2020,Development,Outbound Allocations,USA,-171
02/01/2020,Development,Software,USA,452
03/01/2020,Development,Software,USA,"30,709"
04/01/2020,Development,Software,USA,"160,006"
05/01/2020,Development,Software,USA,"20,934"
06/01/2020,Development,Software,USA,"25,176"
07/01/2020,Development,Software,USA,"51,967"
08/01/2020,Development,Software,USA,"47,263"
09/01/2020,Development,Software,USA,"169,131"
10/01/2020,Development,Software,USA,"219,341"
11/01/2020,Development,Software,USA,"112,601"
12/01/2020,Development,Software,USA,"115,031"
01/01/2020,Development,Software Maintenance,USA,"90,637"
03/01/2020,Development,Software Maintenance,USA,"-89,493"
04/01/2020,Development,Software Maintenance,USA,"4,041"
06/01/2020,Development,Software Maintenance,USA,"-4,041"
07/01/2020,Development,Software Maintenance,USA,"1,205"
08/01/2020,Development,Software Maintenance,USA,248
09/01/2020,Development,Software Maintenance,USA,"28,148"
10/01/2020,Development,Software Maintenance,USA,"47,124"
11/01/2020,Development,Software Maintenance,USA,"34,357"
12/01/2020,Development,Software Maintenance,USA,"19,466"
07/01/2020,Development,Supplies,United Kingdom,778
08/01/2020,Development,Supplies,United Kingdom,778
09/01/2020,Development,Supplies,United Kingdom,778
01/01/2020,Development,Supplies,USA,18
02/01/2020,Development,Supplies,USA,510
03/01/2020,Development,Supplies,USA,39
05/01/2020,Development,Supplies,USA,913
07/01/2020,Development,Supplies,USA,775
08/01/2020,Development,Supplies,USA,775
09/01/2020,Development,Supplies,USA,775
10/01/2020,Development,Supplies,USA,775
11/01/2020,Development,Supplies,USA,775
12/01/2020,Development,Supplies,USA,775
01/01/2020,Development,Taxes,USA,"1,222"
02/01/2020,Development,Taxes,USA,987
03/01/2020,Development,Taxes,USA,"1,232"
04/01/2020,Development,Taxes,USA,"1,247"
05/01/2020,Development,Taxes,USA,"1,120"
06/01/2020,Development,Taxes,USA,"1,127"
03/01/2020,Development,Telecomm,Belgium,119
04/01/2020,Development,Telecomm,Belgium,166
05/01/2020,Development,Telecomm,Belgium,219
06/01/2020,Development,Telecomm,Belgium,144
01/01/2020,Development,Telecomm,Germany,23
03/01/2020,Development,Telecomm,Germany,16
04/01/2020,Development,Telecomm,Germany,16
05/01/2020,Development,Telecomm,Germany,17
01/01/2020,Development,Telecomm,Spain,15
01/01/2020,Development,Telecomm,United Kingdom,143
02/01/2020,Development,Telecomm,United Kingdom,124
03/01/2020,Development,Telecomm,United Kingdom,79
04/01/2020,Development,Telecomm,United Kingdom,212
05/01/2020,Development,Telecomm,United Kingdom,-9
06/01/2020,Development,Telecomm,United Kingdom,-1
01/01/2020,Development,Telecomm,USA,54
02/01/2020,Development,Telecomm,USA,"2,709"
03/01/2020,Development,Telecomm,USA,"1,133"
04/01/2020,Development,Telecomm,USA,"1,206"
05/01/2020,Development,Telecomm,USA,36
06/01/2020,Development,Telecomm,USA,"2,183"
03/01/2020,Development,Training,Belgium,-831
04/01/2020,Development,Training,Belgium,125
05/01/2020,Development,Training,Belgium,637
07/01/2020,Development,Training,Spain,88
08/01/2020,Development,Training,Spain,88
09/01/2020,Development,Training,Spain,88
10/01/2020,Development,Training,Spain,88
11/01/2020,Development,Training,Spain,88
12/01/2020,Development,Training,Spain,88
02/01/2020,Development,Training,United Kingdom,610
04/01/2020,Development,Training,United Kingdom,132
05/01/2020,Development,Training,United Kingdom,5
06/01/2020,Development,Training,United Kingdom,-630
07/01/2020,Development,Training,United Kingdom,486
08/01/2020,Development,Training,United Kingdom,486
09/01/2020,Development,Training,United Kingdom,486
10/01/2020,Development,Training,United Kingdom,486
11/01/2020,Development,Training,United Kingdom,486
12/01/2020,Development,Training,United Kingdom,486
01/01/2020,Development,Training,USA,759
02/01/2020,Development,Training,USA,185
03/01/2020,Development,Training,USA,514
04/01/2020,Development,Training,USA,315
05/01/2020,Development,Training,USA,449
06/01/2020,Development,Training,USA,"1,194"
07/01/2020,Development,Training,USA,"1,787"
08/01/2020,Development,Training,USA,"1,787"
09/01/2020,Development,Training,USA,"1,787"
10/01/2020,Development,Training,USA,"1,787"
11/01/2020,Development,Training,USA,"1,787"
12/01/2020,Development,Training,USA,"1,787"
03/01/2020,Development,Travel,Belgium,105
04/01/2020,Development,Travel,Belgium,948
05/01/2020,Development,Travel,Belgium,"1,298"
06/01/2020,Development,Travel,Belgium,"1,382"
01/01/2020,Development,Travel,Spain,157
02/01/2020,Development,Travel,Spain,24
05/01/2020,Development,Travel,Spain,89
06/01/2020,Development,Travel,Spain,"1,041"
07/01/2020,Development,Travel,Spain,455
08/01/2020,Development,Travel,Spain,455
09/01/2020,Development,Travel,Spain,455
10/01/2020,Development,Travel,Spain,455
11/01/2020,Development,Travel,Spain,455
12/01/2020,Development,Travel,Spain,455
01/01/2020,Development,Travel,United Kingdom,"3,476"
02/01/2020,Development,Travel,United Kingdom,"1,104"
03/01/2020,Development,Travel,United Kingdom,"1,689"
04/01/2020,Development,Travel,United Kingdom,218
05/01/2020,Development,Travel,United Kingdom,"1,010"
06/01/2020,Development,Travel,United Kingdom,"2,633"
07/01/2020,Development,Travel,United Kingdom,972
08/01/2020,Development,Travel,United Kingdom,972
09/01/2020,Development,Travel,United Kingdom,972
10/01/2020,Development,Travel,United Kingdom,972
11/01/2020,Development,Travel,United Kingdom,972
12/01/2020,Development,Travel,United Kingdom,972
01/01/2020,Development,Travel,USA,"3,747"
02/01/2020,Development,Travel,USA,"3,762"
03/01/2020,Development,Travel,USA,"2,176"
04/01/2020,Development,Travel,USA,"2,013"
05/01/2020,Development,Travel,USA,"3,706"
06/01/2020,Development,Travel,USA,"4,641"
03/01/2020,Development,Vehicles,Belgium,"1,067"
04/01/2020,Development,Vehicles,Belgium,446
05/01/2020,Development,Vehicles,Belgium,558
06/01/2020,Development,Vehicles,Belgium,344
01/01/2020,Development,Vehicles,United Kingdom,1
02/01/2020,Development,Vehicles,United Kingdom,1
05/01/2020,Development,Vehicles,United Kingdom,1
06/01/2020,Development,Vehicles,United Kingdom,1
01/01/2020,Distribution,Amortization,Italy,"5,136"
02/01/2020,Distribution,Amortization,Italy,"5,296"
03/01/2020,Distribution,Amortization,Italy,"5,280"
04/01/2020,Distribution,Amortization,Italy,"5,413"
05/01/2020,Distribution,Amortization,Italy,"5,684"
06/01/2020,Distribution,Amortization,Italy,"5,483"
01/01/2020,Distribution,Depreciation,Belgium,16
02/01/2020,Distribution,Depreciation,Belgium,17
03/01/2020,Distribution,Depreciation,Belgium,17
04/01/2020,Distribution,Depreciation,Belgium,17
05/01/2020,Distribution,Depreciation,Belgium,18
06/01/2020,Distribution,Depreciation,Belgium,17
01/01/2020,Distribution,Depreciation,Italy,270
02/01/2020,Distribution,Depreciation,Italy,279
03/01/2020,Distribution,Depreciation,Italy,280
04/01/2020,Distribution,Depreciation,Italy,287
05/01/2020,Distribution,Depreciation,Italy,301
06/01/2020,Distribution,Depreciation,Italy,290
01/01/2020,Distribution,Depreciation,Switzerland,448
02/01/2020,Distribution,Depreciation,Switzerland,448
03/01/2020,Distribution,Depreciation,Switzerland,448
04/01/2020,Distribution,Depreciation,Switzerland,448
05/01/2020,Distribution,Depreciation,Switzerland,448
06/01/2020,Distribution,Depreciation,Switzerland,448
01/01/2020,Distribution,Depreciation,United Kingdom,25
02/01/2020,Distribution,Depreciation,United Kingdom,26
03/01/2020,Distribution,Depreciation,United Kingdom,27
04/01/2020,Distribution,Depreciation,United Kingdom,26
05/01/2020,Distribution,Depreciation,United Kingdom,28
06/01/2020,Distribution,Depreciation,United Kingdom,27
07/01/2020,Distribution,Depreciation,USA,"5,000"
08/01/2020,Distribution,Depreciation,USA,"5,000"
09/01/2020,Distribution,Depreciation,USA,"5,000"
10/01/2020,Distribution,Depreciation,USA,"5,000"
11/01/2020,Distribution,Depreciation,USA,"5,000"
12/01/2020,Distribution,Depreciation,USA,"5,000"
01/01/2020,Distribution,Employee Performance,USA,4
04/01/2020,Distribution,Employee Performance,USA,4
05/01/2020,Distribution,Employee Performance,USA,8
06/01/2020,Distribution,Employee Performance,USA,2
07/01/2020,Distribution,Employee Performance,USA,51
08/01/2020,Distribution,Employee Performance,USA,51
09/01/2020,Distribution,Employee Performance,USA,51
10/01/2020,Distribution,Employee Performance,USA,51
11/01/2020,Distribution,Employee Performance,USA,51
12/01/2020,Distribution,Employee Performance,USA,51
07/01/2020,Distribution,External Labor,Belgium,320
08/01/2020,Distribution,External Labor,Belgium,320
09/01/2020,Distribution,External Labor,Belgium,320
10/01/2020,Distribution,External Labor,Belgium,320
11/01/2020,Distribution,External Labor,Belgium,320
12/01/2020,Distribution,External Labor,Belgium,320
07/01/2020,Distribution,External Labor,Canada,"1,769"
08/01/2020,Distribution,External Labor,Canada,"1,777"
09/01/2020,Distribution,External Labor,Canada,"1,777"
10/01/2020,Distribution,External Labor,Canada,"1,777"
11/01/2020,Distribution,External Labor,Canada,"1,777"
12/01/2020,Distribution,External Labor,Canada,"1,777"
01/01/2020,Distribution,External Labor,France,-154
02/01/2020,Distribution,External Labor,France,"16,038"
03/01/2020,Distribution,External Labor,France,"2,353"
04/01/2020,Distribution,External Labor,France,-364
05/01/2020,Distribution,External Labor,France,"18,574"
06/01/2020,Distribution,External Labor,France,"1,199"
07/01/2020,Distribution,External Labor,France,"1,836"
08/01/2020,Distribution,External Labor,France,"1,836"
09/01/2020,Distribution,External Labor,France,"1,836"
10/01/2020,Distribution,External Labor,France,"1,836"
11/01/2020,Distribution,External Labor,France,"1,836"
12/01/2020,Distribution,External Labor,France,"1,836"
01/01/2020,Distribution,External Labor,Germany,"-1,713"
02/01/2020,Distribution,External Labor,Germany,"2,071"
03/01/2020,Distribution,External Labor,Spain,921
07/01/2020,Distribution,External Labor,Spain,612
08/01/2020,Distribution,External Labor,Spain,612
09/01/2020,Distribution,External Labor,Spain,612
10/01/2020,Distribution,External Labor,Spain,612
11/01/2020,Distribution,External Labor,Spain,612
12/01/2020,Distribution,External Labor,Spain,612
01/01/2020,Distribution,External Labor,United Kingdom,"3,616"
02/01/2020,Distribution,External Labor,United Kingdom,"3,905"
03/01/2020,Distribution,External Labor,United Kingdom,"5,035"
04/01/2020,Distribution,External Labor,United Kingdom,"3,964"
05/01/2020,Distribution,External Labor,United Kingdom,"8,845"
06/01/2020,Distribution,External Labor,United Kingdom,"3,841"
07/01/2020,Distribution,External Labor,United Kingdom,"2,025"
08/01/2020,Distribution,External Labor,United Kingdom,"2,025"
09/01/2020,Distribution,External Labor,United Kingdom,"2,025"
10/01/2020,Distribution,External Labor,United Kingdom,"2,025"
11/01/2020,Distribution,External Labor,United Kingdom,"2,025"
12/01/2020,Distribution,External Labor,United Kingdom,"2,025"
03/01/2020,Distribution,External Labor,USA,"24,521"
04/01/2020,Distribution,External Labor,USA,"44,167"
05/01/2020,Distribution,External Labor,USA,"84,327"
06/01/2020,Distribution,External Labor,USA,"139,403"
07/01/2020,Distribution,External Labor,USA,"28,081"
08/01/2020,Distribution,External Labor,USA,"10,636"
09/01/2020,Distribution,External Labor,USA,"10,636"
10/01/2020,Distribution,External Labor,USA,"10,636"
11/01/2020,Distribution,External Labor,USA,"10,636"
12/01/2020,Distribution,External Labor,USA,"10,636"
01/01/2020,Distribution,Hardware,Belgium,46
01/01/2020,Distribution,Hardware,Canada,56
02/01/2020,Distribution,Hardware,Canada,56
03/01/2020,Distribution,Hardware,Canada,57
04/01/2020,Distribution,Hardware,Canada,57
05/01/2020,Distribution,Hardware,Canada,58
06/01/2020,Distribution,Hardware,Canada,57
07/01/2020,Distribution,Hardware,Canada,103
08/01/2020,Distribution,Hardware,Canada,103
09/01/2020,Distribution,Hardware,Canada,103
10/01/2020,Distribution,Hardware,Canada,103
11/01/2020,Distribution,Hardware,Canada,103
12/01/2020,Distribution,Hardware,Canada,103
03/01/2020,Distribution,Hardware,Spain,329
07/01/2020,Distribution,Hardware,Spain,272
08/01/2020,Distribution,Hardware,Spain,272
09/01/2020,Distribution,Hardware,Spain,272
10/01/2020,Distribution,Hardware,Spain,272
11/01/2020,Distribution,Hardware,Spain,272
12/01/2020,Distribution,Hardware,Spain,272
02/01/2020,Distribution,Hardware,USA,951
03/01/2020,Distribution,Hardware,USA,"2,058"
04/01/2020,Distribution,Hardware,USA,188
05/01/2020,Distribution,Hardware,USA,32
06/01/2020,Distribution,Hardware,USA,"2,930"
01/01/2020,Distribution,Internal Labor,Belgium,"10,713"
02/01/2020,Distribution,Internal Labor,Belgium,"11,473"
03/01/2020,Distribution,Internal Labor,Belgium,"9,698"
04/01/2020,Distribution,Internal Labor,Belgium,"9,577"
05/01/2020,Distribution,Internal Labor,Belgium,"11,716"
06/01/2020,Distribution,Internal Labor,Belgium,"30,449"
07/01/2020,Distribution,Internal Labor,Belgium,"7,183"
08/01/2020,Distribution,Internal Labor,Belgium,"7,183"
09/01/2020,Distribution,Internal Labor,Belgium,"7,183"
10/01/2020,Distribution,Internal Labor,Belgium,"7,183"
11/01/2020,Distribution,Internal Labor,Belgium,"7,183"
12/01/2020,Distribution,Internal Labor,Belgium,"7,183"
01/01/2020,Distribution,Internal Labor,Canada,"9,850"
02/01/2020,Distribution,Internal Labor,Canada,"11,670"
03/01/2020,Distribution,Internal Labor,Canada,"22,650"
04/01/2020,Distribution,Internal Labor,Canada,"6,526"
05/01/2020,Distribution,Internal Labor,Canada,"6,548"
06/01/2020,Distribution,Internal Labor,Canada,"-5,298"
07/01/2020,Distribution,Internal Labor,Canada,"5,731"
08/01/2020,Distribution,Internal Labor,Canada,"5,723"
09/01/2020,Distribution,Internal Labor,Canada,"5,723"
10/01/2020,Distribution,Internal Labor,Canada,"5,723"
11/01/2020,Distribution,Internal Labor,Canada,"5,723"
12/01/2020,Distribution,Internal Labor,Canada,"5,723"
01/01/2020,Distribution,Internal Labor,France,"14,195"
02/01/2020,Distribution,Internal Labor,France,"18,305"
03/01/2020,Distribution,Internal Labor,France,"18,778"
04/01/2020,Distribution,Internal Labor,France,"19,719"
05/01/2020,Distribution,Internal Labor,France,"20,228"
06/01/2020,Distribution,Internal Labor,France,"21,021"
07/01/2020,Distribution,Internal Labor,France,"26,899"
08/01/2020,Distribution,Internal Labor,France,"26,899"
09/01/2020,Distribution,Internal Labor,France,"26,899"
10/01/2020,Distribution,Internal Labor,France,"26,899"
11/01/2020,Distribution,Internal Labor,France,"26,899"
12/01/2020,Distribution,Internal Labor,France,"26,899"
01/01/2020,Distribution,Internal Labor,Germany,"24,195"
